ticker,liquidity_20d,momentum_90d,momentum_252d,FA_flag,liquidity_rank,momentum_rank,score
TLG,13293481780.0,0.10699588477366251,0.0,1,0.6359223300970874,0.4587378640776699,0.5473300970873787
FPT,1132513547860.0,-0.0443145763831575,0.0,1,0.9878640776699029,0.09223300970873786,0.5400485436893204
LHG,7962987915.0,0.1197725695989873,0.0,1,0.587378640776699,0.49271844660194175,0.5400485436893203
LBM,649167952.5,0.31379310344827593,0.0,1,0.3470873786407767,0.7257281553398058,0.5364077669902912
LIX,2423113765.0,0.19058067000437462,0.0,1,0.4733009708737864,0.5849514563106796,0.529126213592233
LGL,503738851.5,0.31610942249240126,0.0,1,0.3179611650485437,0.7378640776699029,0.5279126213592233
BFC,30725480560.0,0.03171575042463193,0.0,1,0.7378640776699029,0.3131067961165049,0.5254854368932039
HTV,155757677.85625,0.4087917009444244,0.0,1,0.20145631067961164,0.8495145631067961,0.5254854368932038
TRC,10653194140.0,0.09354558591094353,0.0,1,0.6116504854368932,0.4344660194174757,0.5230582524271844
TIP,3777298702.5,0.14402655535346343,0.0,1,0.5194174757281553,0.5242718446601942,0.5218446601941747
FUEDCMID,159161982.5,0.400535236396075,0.0,0,0.20388349514563106,0.8349514563106796,0.5194174757281553
FUCVREIT,57514587.5,0.6172344689378757,0.0,0,0.11650485436893204,0.9223300970873787,0.5194174757281553
FIT,6074785798.5,0.11238532110091737,0.0,1,0.5703883495145631,0.4684466019417476,0.5194174757281553
PMG,39549266.0,0.6666666666666667,0.0,1,0.09223300970873786,0.9441747572815534,0.5182038834951457
SSB,64501653995.0,0.010309278350515427,0.0,1,0.7985436893203883,0.23786407766990292,0.5182038834951457
GEG,17034263040.0,0.058252427184465994,0.0,1,0.6674757281553398,0.3640776699029126,0.5157766990291263
MIG,5311140035.482,0.11666286915228508,0.0,1,0.5485436893203883,0.48058252427184467,0.5145631067961165
DPR,18971522622.5,0.05167921538157527,0.0,1,0.6796116504854369,0.34951456310679613,0.5145631067961165
DBD,3891111470.0,0.12769593065399576,0.0,1,0.5242718446601942,0.5024271844660194,0.5133495145631068
DRC,10897898700.0,0.08218882208943268,0.0,1,0.616504854368932,0.4077669902912621,0.5121359223300971
BMP,20225431540.0,0.045897516063499566,0.0,1,0.6868932038834952,0.33495145631067963,0.5109223300970874
HCD,1231177833.0,0.20575539568345325,0.0,1,0.41504854368932037,0.6067961165048543,0.5109223300970873
